scientificName,Taxon,phylum,class
"Boccardia semibranchiata Guérin, 1990",Boccardia semibranchiata,Annelida,Polychaeta
"Boccardiella hamata (Webster, 1879)",Boccardiella hamata,Annelida,Polychaeta
"Boccardiella ligerica (Ferronnière, 1898)",Boccardiella ligerica,Annelida,Polychaeta
"Chaetopterus variopedatus (Renier, 1804)",Chaetopterus variopedatus,Annelida,Polychaeta
"Dipolydora armata (Langerhans, 1880)",Dipolydora armata,Annelida,Polychaeta
"Dipolydora blakei (Maciolek, 1984)",Dipolydora blakei,Annelida,Polychaeta
"Dipolydora flava (Claparède, 1870)",Dipolydora flava,Annelida,Polychaeta
"Dipolydora giardi (Mesnil, 1893)",Dipolydora giardi,Annelida,Polychaeta
"Dipolydora quadrilobata (Jacobi, 1883)",Dipolydora quadrilobata,Annelida,Polychaeta
"Dipolydora socialis (Schmarda, 1861)",Dipolydora socialis,Annelida,Polychaeta
"Dispio magna (Day, 1955)",Dispio magna,Annelida,Polychaeta
"Laonice norgensis Sikorski, 2003",Laonice norgensis,Annelida,Polychaeta
"Magelona mirabilis (Johnston, 1865)",Magelona mirabilis,Annelida,Polychaeta
"Malacoceros indicus (Fauvel, 1928)",Malacoceros indicus,Annelida,Polychaeta
"Marenzelleria Mesnil, 1896",Marenzelleria,Annelida,Polychaeta
"Marenzelleria arctia (Chamberlin, 1920)",Marenzelleria arctia,Annelida,Polychaeta
"Marenzelleria neglecta Sikorski & Bick, 2004",Marenzelleria neglecta,Annelida,Polychaeta
"Marenzelleria viridis (Verrill, 1873)",Marenzelleria viridis,Annelida,Polychaeta
"Marenzelleria wireni Augener, 1913",Marenzelleria wireni,Annelida,Polychaeta
"Paraprionospio coora Wilson, 1990",Paraprionospio coora,Annelida,Polychaeta
"Polydora aggregata Blake, 1969",Polydora aggregata,Annelida,Polychaeta
"Polydora ciliata (Johnston, 1838)",Polydora ciliata,Annelida,Polychaeta
"Polydora colonia Moore, 1907",Polydora colonia,Annelida,Polychaeta
"Polydora cornuta Bosc, 1802",Polydora cornuta,Annelida,Polychaeta
"Polydora haswelli Blake & Kudenov, 1978",Polydora haswelli,Annelida,Polychaeta
"Polydora hoplura Claparède, 1868",Polydora hoplura,Annelida,Polychaeta
"Polydora nuchalis Woodwick, 1953",Polydora nuchalis,Annelida,Polychaeta
"Polydora spongicola Berkeley & Berkeley, 1950",Polydora spongicola,Annelida,Polychaeta
"Polydora websteri Hartman, 1943",Polydora websteri,Annelida,Polychaeta
"Prionospio anuncata Fauchald, 1972",Prionospio anuncata,Annelida,Polychaeta
"Prionospio depauperata Imajima, 1990",Prionospio depauperata,Annelida,Polychaeta
"Prionospio krusadensis Fauvel, 1929",Prionospio krusadensis,Annelida,Polychaeta
"Prionospio malmgreni Claparède, 1869",Prionospio malmgreni,Annelida,Polychaeta
"Prionospio paucipinnulata Blake & Kudenov, 1978",Prionospio paucipinnulata,Annelida,Polychaeta
"Prionospio pulchra Imajima, 1990",Prionospio pulchra,Annelida,Polychaeta
"Prionospio pygmaeus Hartman, 1961",Prionospio pygmaeus,Annelida,Polychaeta
"Prionospio saccifera Mackie & Hartley, 1990",Prionospio saccifera,Annelida,Polychaeta
"Prionospio sexoculata Augener, 1918",Prionospio sexoculata,Annelida,Polychaeta
"Pseudopolydora achaeta Radashevsky & Hsieh, 2000",Pseudopolydora achaeta,Annelida,Polychaeta
"Pseudopolydora antennata (Claparède, 1869)",Pseudopolydora antennata,Annelida,Polychaeta
"Pseudopolydora corniculata Radashevsky & Hsieh, 2000",Pseudopolydora corniculata,Annelida,Polychaeta
"Pseudopolydora diopatra Hsieh, 1992",Pseudopolydora diopatra,Annelida,Polychaeta
"Pseudopolydora kempi (Southern, 1921)",Pseudopolydora kempi,Annelida,Polychaeta
"Pseudopolydora paucibranchiata (Okuda, 1937)",Pseudopolydora paucibranchiata,Annelida,Polychaeta
"Scolelepis squamata (O.F.Muller, 1806)",Scolelepis squamata,Annelida,Polychaeta
"Spiophanes algidus Meissner, 2005",Spiophanes algidus,Annelida,Polychaeta
"Spiophanes bombyx (Claparède, 1870)",Spiophanes bombyx,Annelida,Polychaeta
"Streblospio Webster, 1879",Streblospio,Annelida,Polychaeta
"Streblospio benedicti Webster, 1879",Streblospio benedicti,Annelida,Polychaeta
"Streblospio gynobranchiata Rice & Levin, 1998",Streblospio gynobranchiata,Annelida,Polychaeta
"Alkmaria romijni Horst, 1919",Alkmaria romijni,Annelida,Polychaeta
"Alkmaria rominji Korst, 1919",Alkmaria rominji,Annelida,Polychaeta
"Aphelochaeta marioni (Saint-Joseph, 1894)",Aphelochaeta marioni,Annelida,Polychaeta
"Chaetozone corona Berkeley & Berkeley, 1941",Chaetozone corona,Annelida,Polychaeta
"Ctenodrilus serratus (Schmidt, 1857)",Ctenodrilus serratus,Annelida,Polychaeta
"Daylithos parmatus (Grube, 1877)",Daylithos parmatus,Annelida,Polychaeta
"Diplocirrus stopbowitzi Darbyshire & Mackie, 2009",Diplocirrus stopbowitzi,Annelida,Polychaeta
"Dodecaceria capensis Day, 1961",Dodecaceria capensis,Annelida,Polychaeta
"Dodecaceria fewkesi Berkeley & Berkeley, 1954",Dodecaceria fewkesi,Annelida,Polychaeta
"Hypania invalida (Grube, 1860)",Hypania invalida,Annelida,Polychaeta
"Hypaniola kowalewskii (Grimm, 1927)",Hypaniola kowalewskii,Annelida,Polychaeta
"Isolda pulchella Müller, 1858",Isolda pulchella,Annelida,Polychaeta
"Kirkegaardia dorsobranchialis (Kirkegaard, 1959)",Kirkegaardia dorsobranchialis,Annelida,Polychaeta
"Loimia medusa (Savigny, 1822)",Loimia medusa,Annelida,Polychaeta
"Melinna palmata Grube, 1870",Melinna palmata,Annelida,Polychaeta
"Pherusa saldanha Day, 1961",Pherusa saldanha,Annelida,Polychaeta
"Pista unibranchia Day, 1963",Pista unibranchia,Annelida,Polychaeta
"Polycirrus twisti Potts, 1928",Polycirrus twisti,Annelida,Polychaeta
"Protocirrineris chrysoderma (Claparède, 1868)",Protocirrineris chrysoderma,Annelida,Polychaeta
"Semiodera cinari Salazar-Vallejo, 2012",Semiodera cinari,Annelida,Polychaeta
"Sternaspis scutata (Ranzani, 1817)",Sternaspis scutata,Annelida,Polychaeta
"Streblosoma comatus (Grube, 1859)",Streblosoma comatus,Annelida,Polychaeta
"Streblosoma pseudocomatus Lezzi & Giangrande, 2019",Streblosoma pseudocomatus,Annelida,Polychaeta
"Stylarioides grubei Salazar-Vallejo, 2011",Stylarioides grubei,Annelida,Polychaeta
"Terebella ehrenbergi Gravier, 1906",Terebella ehrenbergi,Annelida,Polychaeta
"Terebella lapidaria Linnaeus, 1767",Terebella lapidaria,Annelida,Polychaeta
"Tharyx killariensis (Southern, 1914)",Tharyx killariensis,Annelida,Polychaeta
"Timarete anchylochaeta (Schmarda, 1861)",Timarete anchylochaeta,Annelida,Polychaeta
"Timarete caribous (Grube, 1859)",Timarete caribous,Annelida,Polychaeta
"Timarete dasylophius (Marenzeller, 1879)",Timarete dasylophius,Annelida,Polychaeta
"Timarete punctata (Grube, 1859)",Timarete punctata,Annelida,Polychaeta
"Aeolosoma headleyi Beddard, 1888",Aeolosoma headleyi,Annelida,Polychaeta
"Barantolla lepte Hutchings, 1974",Barantolla lepte,Annelida,Polychaeta
"Capitella capitata (Fabricius, 1780)",Capitella capitata,Annelida,Polychaeta
"Capitella giardi (Mesnil, 1897)",Capitella giardi,Annelida,Polychaeta
"Capitella jonesi (Hartman, 1959)",Capitella jonesi,Annelida,Polychaeta
"Capitellethus dispar (Ehlers, 1907)",Capitellethus dispar,Annelida,Polychaeta
"Clymenella torquata (Leidy, 1855)",Clymenella torquata,Annelida,Polychaeta
"Cossura coasta Kitamori, 1960",Cossura coasta,Annelida,Polychaeta
"Dasybranchus carneus Grube, 1870",Dasybranchus carneus,Annelida,Polychaeta
"Heteromastus filiformis (Claparède, 1864)",Heteromastus filiformis,Annelida,Polychaeta
"Hyboscolex longiseta Schmarda, 1861",Hyboscolex longiseta,Annelida,Polychaeta
"Leiocapitellides analis Hartmann-Schröder, 1960",Leiocapitellides analis,Annelida,Polychaeta
"Leiochrides australis Augener, 1914",Leiochrides australis,Annelida,Polychaeta
"Mediomastus californiensis Hartman, 1944",Mediomastus californiensis,Annelida,Polychaeta
"Mediomastus capensis Day, 1961",Mediomastus capensis,Annelida,Polychaeta
"Metasychis gotoi (Izuka, 1902)",Metasychis gotoi,Annelida,Polychaeta
"Naineris setosa (Verrill, 1900)",Naineris setosa,Annelida,Polychaeta
"Neopseudocapitella brasiliensis Rullier & Amoureux, 1979",Neopseudocapitella brasiliensis,Annelida,Polychaeta
"Notomastus aberans Day, 1957",Notomastus aberans,Annelida,Polychaeta
"Notomastus mossambicus (Thomassin, 1970)",Notomastus mossambicus,Annelida,Polychaeta
"Petaloproctus terricolus Quatrefages, 1866",Petaloproctus terricolus,Annelida,Polychaeta
"Rhodine loveni Malmgren, 1865",Rhodine loveni,Annelida,Polychaeta
"Spinther japonicus Imajima & Hartman, 1964",Spinther japonicus,Annelida,Polychaeta
"Travisia forbesii Johnston, 1840",Travisia forbesii,Annelida,Polychaeta
"Aphelolpium cayanum Muchmore, 1979",Aphelolpium cayanum,Arthropoda,Arachnida
"Aphelolpium longidigitatum (Ellingsen, 1910)",Aphelolpium longidigitatum,Arthropoda,Arachnida
"Geogarypus minor (L.Koch, 1873)",Geogarypus minor,Arthropoda,Arachnida
"Lechytia chthoniiformis (Balzan, 1887)",Lechytia chthoniiformis,Arthropoda,Arachnida
"Paratemnoides nidificator (Balzan, 1888)",Paratemnoides nidificator,Arthropoda,Arachnida
"Withius hispanus (L.Koch, 1873)",Withius hispanus,Arthropoda,Arachnida
"Withius piger (Simon, 1878)",Withius piger,Arthropoda,Arachnida
"Halacarellus hyrcanus (Viets, 1928)",Halacarellus hyrcanus,Arthropoda,Arachnida
"Artemia Leach, 1819",Artemia,Arthropoda,Branchiopoda
"Artemia franciscana Kellogg, 1906",Artemia franciscana,Arthropoda,Branchiopoda
"Artemia salina (Linnaeus, 1758)",Artemia salina,Arthropoda,Branchiopoda
"Alona rustica Scott, 1895",Alona rustica,Arthropoda,Branchiopoda
"Bosmina coregoni Baird, 1857",Bosmina coregoni,Arthropoda,Branchiopoda
"Bythotrephes brevimanus Lilljeborg, 1901",Bythotrephes brevimanus,Arthropoda,Branchiopoda
"Bythotrephes cederstroemi Schödler, 1863",Bythotrephes cederstroemi,Arthropoda,Branchiopoda
"Bythotrephes longimanus Leydig, 1860",Bythotrephes longimanus,Arthropoda,Branchiopoda
"Camptocercus uncinatus Smirnov, 1971",Camptocercus uncinatus,Arthropoda,Branchiopoda
"Cercopagis pengoi (Ostroumov, 1891)",Cercopagis pengoi,Arthropoda,Branchiopoda
"Ceriodaphnia rotunda (Straus, 1820)",Ceriodaphnia rotunda,Arthropoda,Branchiopoda
"Cornigerius bicornis (Zernov, 1901)",Cornigerius bicornis,Arthropoda,Branchiopoda
"Cornigerius lacustris (Spandl, 1923)",Cornigerius lacustris,Arthropoda,Branchiopoda
"Cornigerius maeoticus (Pengo, 1879)",Cornigerius maeoticus,Arthropoda,Branchiopoda
Cornigerius maeoticus maeoticus,Cornigerius maeoticus maeoticus,Arthropoda,Branchiopoda
"Daphnia ambigua Scourfield, 1947",Daphnia ambigua,Arthropoda,Branchiopoda
"Daphnia atkinsoni Baird, 1859",Daphnia atkinsoni,Arthropoda,Branchiopoda
"Daphnia cristata Sars, 1862",Daphnia cristata,Arthropoda,Branchiopoda
"Daphnia cucullata Sars, 1862",Daphnia cucullata,Arthropoda,Branchiopoda
"Daphnia galeata Sars, 1864",Daphnia galeata,Arthropoda,Branchiopoda
"Daphnia longiremis Sars, 1862",Daphnia longiremis,Arthropoda,Branchiopoda
"Daphnia lumholtzi Sars, 1885",Daphnia lumholtzi,Arthropoda,Branchiopoda
"Daphnia parvula Fordyce, 1901",Daphnia parvula,Arthropoda,Branchiopoda
"Diaphanosoma brevireme Sars, 1901",Diaphanosoma brevireme,Arthropoda,Branchiopoda
"Diaphanosoma chankensis Ueno, 1939",Diaphanosoma chankensis,Arthropoda,Branchiopoda
"Diaphanosoma fluviatile Hansen, 1899",Diaphanosoma fluviatile,Arthropoda,Branchiopoda
"Diaphanosoma orghidani Negrea, 1982",Diaphanosoma orghidani,Arthropoda,Branchiopoda
"Disparalona hamata (Birge, 1879)",Disparalona hamata,Arthropoda,Branchiopoda
"Disparalona leei (Chien Shing-ming, 1970)",Disparalona leei,Arthropoda,Branchiopoda
"Drepanothrix dentata (Eurén, 1861)",Drepanothrix dentata,Arthropoda,Branchiopoda
"Dunhevedia crassa King, 1853",Dunhevedia crassa,Arthropoda,Branchiopoda
"Eocyzicus orientalis Daday, 1913",Eocyzicus orientalis,Arthropoda,Branchiopoda
"Eubosmina maritima (Müller, 1867)",Eubosmina maritima,Arthropoda,Branchiopoda
"Evadne anonyx Sars, 1897",Evadne anonyx,Arthropoda,Branchiopoda
"Latonopsis australis Sars, 1888",Latonopsis australis,Arthropoda,Branchiopoda
"Leptodora kindti (Focke, 1844)",Leptodora kindti,Arthropoda,Branchiopoda
"Limnadia lenticularis (Linnaeus, 1761)",Limnadia lenticularis,Arthropoda,Branchiopoda
"Limnosida frontosa Sars, 1862",Limnosida frontosa,Arthropoda,Branchiopoda
"Moina affinis Birge, 1893",Moina affinis,Arthropoda,Branchiopoda
"Moina macrocopa (Straus, 1820)",Moina macrocopa,Arthropoda,Branchiopoda
Moina macrocopa macrocopa,Moina macrocopa macrocopa,Arthropoda,Branchiopoda
"Moina weismanni Ishikawa, 1896",Moina weismanni,Arthropoda,Branchiopoda
"Penilia avirostris Dana, 1849",Penilia avirostris,Arthropoda,Branchiopoda
"Phreatalona protzi (Hartwig, 1900)",Phreatalona protzi,Arthropoda,Branchiopoda
"Picripleuroxus denticulatus (Birge, 1879)",Picripleuroxus denticulatus,Arthropoda,Branchiopoda
"Pleopis polyphemoides (Leuckart, 1859)",Pleopis polyphemoides,Arthropoda,Branchiopoda
"Pleopis schmackeri (Poppe, 1889)",Pleopis schmackeri,Arthropoda,Branchiopoda
"Podon intermedius Lilljeborg, 1853",Podon intermedius,Arthropoda,Branchiopoda
"Podonevadne trigona (Sars, 1897)",Podonevadne trigona,Arthropoda,Branchiopoda
"Simocephalus heilongjiangensis Shi Xinlu & Shi Xinbai, 1994",Simocephalus heilongjiangensis,Arthropoda,Branchiopoda
"Wlassicsia pannonica Daday, 1904",Wlassicsia pannonica,Arthropoda,Branchiopoda
"Triops cancriformis (Bosc, 1801)",Triops cancriformis,Arthropoda,Branchiopoda
"Triops granarius (Lucas, 1864)",Triops granarius,Arthropoda,Branchiopoda
"Triops longicaudatus (LeConte, 1846)",Triops longicaudatus,Arthropoda,Branchiopoda
"Arenophilus peregrinus Jones, 1989",Arenophilus peregrinus,Arthropoda,Chilopoda
"Clinopodes linearis C.L.Koch, 1835",Clinopodes linearis,Arthropoda,Chilopoda
"Geophilus insculptus Attems, 1895",Geophilus insculptus,Arthropoda,Chilopoda
"Henia vesuviana Newport, 1845",Henia vesuviana,Arthropoda,Chilopoda
"Mecistocephalus guildingii Newport, 1843",Mecistocephalus guildingii,Arthropoda,Chilopoda
"Mecistocephalus maxillaris Gervais, 1837",Mecistocephalus maxillaris,Arthropoda,Chilopoda
"Mecistocephalus punctifrons Newport, 1843",Mecistocephalus punctifrons,Arthropoda,Chilopoda
"Nothogeophilus turki Lewis, Jones & Keay, 1988",Nothogeophilus turki,Arthropoda,Chilopoda
"Nyctunguis persimilis Attems, 1932",Nyctunguis persimilis,Arthropoda,Chilopoda
"Orphnaeus brevilabiatus Newport, 1845",Orphnaeus brevilabiatus,Arthropoda,Chilopoda
"Schendyla dentata Brölemann & Ribaut, 1911",Schendyla dentata,Arthropoda,Chilopoda
"Stigmatogaster gracilis Meinert, 1870",Stigmatogaster gracilis,Arthropoda,Chilopoda
"Stigmatogaster souletina Brolemann, 1907",Stigmatogaster souletina,Arthropoda,Chilopoda
"Stigmatogaster subterranea Shaw, 1789",Stigmatogaster subterranea,Arthropoda,Chilopoda
"Strigamia crassipes Koch, 1835",Strigamia crassipes,Arthropoda,Chilopoda
"Tygarrup javanicus Attems, 1929",Tygarrup javanicus,Arthropoda,Chilopoda
"Ghilaroviella valiachmedovi Zalesskaja, 1975",Ghilaroviella valiachmedovi,Arthropoda,Chilopoda
"Lamyctes coeculus (Brölemann, 1889)",Lamyctes coeculus,Arthropoda,Chilopoda
"Lamyctes emarginatus Newport, 1844",Lamyctes emarginatus,Arthropoda,Chilopoda
"Lithobius lapidicola Meinert, 1872",Lithobius lapidicola,Arthropoda,Chilopoda
"Lithobius microps Meinert, 1868",Lithobius microps,Arthropoda,Chilopoda
"Lithobius obscurus Meinert, 1872",Lithobius obscurus,Arthropoda,Chilopoda
"Lithobius peregrinus Latzel, 1880",Lithobius peregrinus,Arthropoda,Chilopoda
"Lithobius romanus Meinert, 1872",Lithobius romanus,Arthropoda,Chilopoda
"Pleurolithobius patriarchalis Berlese, 1894",Pleurolithobius patriarchalis,Arthropoda,Chilopoda
"Rhodobius lagoi Silvestri, 1933",Rhodobius lagoi,Arthropoda,Chilopoda
"Cryptops anomalans Newport, 1844",Cryptops anomalans,Arthropoda,Chilopoda
"Cryptops doriae Pocock, 1891",Cryptops doriae,Arthropoda,Chilopoda
"Cryptops parisi Brolemann, 1920",Cryptops parisi,Arthropoda,Chilopoda
"Newportia monticola Pocock, 1890",Newportia monticola,Arthropoda,Chilopoda
"Rhysida longipes Newport, 1845",Rhysida longipes,Arthropoda,Chilopoda
"Scolopendra gigantea Linnaeus, 1758",Scolopendra gigantea,Arthropoda,Chilopoda
"Scolopendra morsitans Linnaeus, 1758",Scolopendra morsitans,Arthropoda,Chilopoda
"Scolopendra subspinipes Leach, 1815",Scolopendra subspinipes,Arthropoda,Chilopoda
"Scutigera coleoptrata Linnaeus, 1758",Scutigera coleoptrata,Arthropoda,Chilopoda
"Arlesia albipes (Folsom, 1927)",Arlesia albipes,Arthropoda,Collembola
"Brachystomella insulae J.Najt & Thibaud J-M, 1988",Brachystomella insulae,Arthropoda,Collembola
"Ceratophysella denticulata (Bagnall, 1941)",Ceratophysella denticulata,Arthropoda,Collembola
"Friesea claviseta Axelson, 1900",Friesea claviseta,Arthropoda,Collembola
"Friesea sublimis Macnamara, 1921",Friesea sublimis,Arthropoda,Collembola
"Hypogastrura manubrialis (Tullberg, 1869)",Hypogastrura manubrialis,Arthropoda,Collembola
"Mesaphorura macrochaeta Rusek, 1976",Mesaphorura macrochaeta,Arthropoda,Collembola
"Neanura muscorum (R.Templeton, 1836)",Neanura muscorum,Arthropoda,Collembola
"Onychiurus folsomi (Schäffer, 1900)",Onychiurus folsomi,Arthropoda,Collembola
"Paraxenylla affiniformis (J.Stach, 1930)",Paraxenylla affiniformis,Arthropoda,Collembola
"Thalassaphorura encarpata (Denis, 1931)",Thalassaphorura encarpata,Arthropoda,Collembola
"Katianna C.Börner, 1906",Katianna,Arthropoda,Collembola
"Sminthurides pumilus (Krausbauer, 1898)",Sminthurides pumilus,Arthropoda,Collembola
"Sminthurinus trinotatus W.M.Axelson, 1905",Sminthurinus trinotatus,Arthropoda,Collembola
"Sminthurus viridis (C.Linnaeus, 1758)",Sminthurus viridis,Arthropoda,Collembola
"Clavisotoma filifera (Denis & J-R, 1931)",Clavisotoma filifera,Arthropoda,Collembola
"Cryptopygus benhami Christiansen & Bellinger, 1980",Cryptopygus benhami,Arthropoda,Collembola
"Desoria trispinata (Mac Gillivray, 1896)",Desoria trispinata,Arthropoda,Collembola
"Entomobrya unostrigata J.Stach, 1930",Entomobrya unostrigata,Arthropoda,Collembola
"Folsomia similis Bagnall, 1939",Folsomia similis,Arthropoda,Collembola
"Folsomides angularis Axelson, 1905",Folsomides angularis,Arthropoda,Collembola
"Isotomurus palustris Muller, 1776",Isotomurus palustris,Arthropoda,Collembola
"Lepidocyrtus nigrescens Szeptycki, 1967",Lepidocyrtus nigrescens,Arthropoda,Collembola
"Lepidocyrtus pallidus Reuter, 1890",Lepidocyrtus pallidus,Arthropoda,Collembola
"Lepidocyrtus weidneri W.Hüther, 1971",Lepidocyrtus weidneri,Arthropoda,Collembola
"Orchesella quinquefasciata (Bourlet, 1842)",Orchesella quinquefasciata,Arthropoda,Collembola
"Parisotoma notabilis (Schäffer, 1896)",Parisotoma notabilis,Arthropoda,Collembola
"Pogonognathellus flavescens (Tullberg, 1871)",Pogonognathellus flavescens,Arthropoda,Collembola
"Proisotoma minuta (Tullberg, 1871)",Proisotoma minuta,Arthropoda,Collembola
"Sinella curviseta Brook, 1882",Sinella curviseta,Arthropoda,Collembola
"Willowsia jacobsoni (Börner, 1913)",Willowsia jacobsoni,Arthropoda,Collembola
"Brachychaeteuma bradeae Brölemann, 1917",Brachychaeteuma bradeae,Arthropoda,Diplopoda
"Chordeumella broelemanni (Verhoeff, 1897)",Chordeumella broelemanni,Arthropoda,Diplopoda
"Melogona gallica (Latzel, 1884)",Melogona gallica,Arthropoda,Diplopoda
"Melogona voigtii (Verhoeff, 1899)",Melogona voigtii,Arthropoda,Diplopoda
"Adenomeris gibbosa Mauriès, 1960",Adenomeris gibbosa,Arthropoda,Diplopoda
"Allajulus nitidus (Verhoeff, 1891)",Allajulus nitidus,Arthropoda,Diplopoda
"Archiboreoiulus pallidus (Brade-Birks, 1920)",Archiboreoiulus pallidus,Arthropoda,Diplopoda
"Blaniulus guttulatus (Fabricius, 1798)",Blaniulus guttulatus,Arthropoda,Diplopoda
"Boreoiulus tenuis (Bigler, 1913)",Boreoiulus tenuis,Arthropoda,Diplopoda
"Brachyiulus pusillus (Bosc, 1792)",Brachyiulus pusillus,Arthropoda,Diplopoda
"Choneiulus palmatus (Nemec, 1895)",Choneiulus palmatus,Arthropoda,Diplopoda
"Cylindroiulus apenninorum Brölemann, 1897",Cylindroiulus apenninorum,Arthropoda,Diplopoda
"Cylindroiulus britannicus (Verhoeff, 1891)",Cylindroiulus britannicus,Arthropoda,Diplopoda
"Cylindroiulus caeruleocinctus (Wood, 1864)",Cylindroiulus caeruleocinctus,Arthropoda,Diplopoda
"Cylindroiulus latestriatus (Curtis, 1845)",Cylindroiulus latestriatus,Arthropoda,Diplopoda
"Cylindroiulus nitidus Verhoeff, 1891",Cylindroiulus nitidus,Arthropoda,Diplopoda
"Cylindroiulus parisiorum (Brölemann & Verhoeff, 1896)",Cylindroiulus parisiorum,Arthropoda,Diplopoda
